Rk,Player,School,Conf,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs
1,Reggie Bush,USC,Pac-10,13,200,1740,8.7,16,37,478,12.9,2,237,2218,9.4,18
2,George Stripling,Louisville,Big East,12,79,621,7.9,7,1,14,14.0,0,80,635,7.9,7
3,Justin Forsett,California,Pac-10,12,132,999,7.6,6,7,68,9.7,0,139,1067,7.7,6
4,Nate Ilaoa,Hawaii,WAC,12,85,643,7.6,6,36,274,7.6,1,121,917,7.6,7
5,Jamaal Charles,Texas,Big 12,13,119,878,7.4,11,14,157,11.2,2,133,1035,7.8,13
6,Pat White,West Virginia,Big East,12,131,952,7.3,7,,,,,131,952,7.3,7
7,Reggie McNeal,Texas A&M,Big 12,10,96,664,6.9,3,,,,,96,664,6.9,3
8,Vince Young,Texas,Big 12,13,155,1050,6.8,12,,,,,155,1050,6.8,12
9,Javon Ringer,Michigan State,Big Ten,11,122,817,6.7,5,19,138,7.3,0,141,955,6.8,5
10,Yonus Davis,San Jose State,WAC,10,95,638,6.7,4,7,48,6.9,0,102,686,6.7,4
11,Lendale White,USC,Pac-10,13,197,1302,6.6,24,14,219,15.6,2,211,1521,7.2,26
12,Courtney Lewis,Texas A&M,Big 12,9,109,723,6.6,7,9,106,11.8,1,118,829,7.0,8
13,Garrett Wolfe,Northern Illinois,MAC,9,242,1580,6.5,16,20,222,11.1,1,262,1802,6.9,17
14,Shermar Bracey,Arkansas State,Sun Belt,10,107,699,6.5,5,12,124,10.3,1,119,823,6.9,6
15,Marshawn Lynch,California,Pac-10,10,196,1246,6.4,10,15,125,8.3,0,211,1371,6.5,10
16,Quinton Smith,Rice,CUSA,11,140,902,6.4,5,7,40,5.7,1,147,942,6.4,6
17,Tarrion Adams,Tulsa,CUSA,13,89,574,6.4,8,24,273,11.4,2,113,847,7.5,10
18,DeAngelo Williams,Memphis,CUSA,11,310,1964,6.3,18,12,78,6.5,1,322,2042,6.3,19
19,Darren McFadden,Arkansas,SEC,11,176,1113,6.3,11,14,52,3.7,0,190,1165,6.1,11
20,Felix Jones,Arkansas,SEC,11,99,626,6.3,3,8,100,12.5,0,107,726,6.8,3
21,Jerome Harrison,Washington State,Pac-10,11,308,1900,6.2,16,24,206,8.6,1,332,2106,6.3,17
22,Antonio Warren,Arkansas State,Sun Belt,10,173,1066,6.2,6,7,49,7.0,0,180,1115,6.2,6
23,Gary Russell,Minnesota,Big Ten,12,186,1130,6.1,18,16,168,10.5,1,202,1298,6.4,19
24,Ryan Gilbert,Houston,CUSA,12,170,1037,6.1,9,21,237,11.3,1,191,1274,6.7,10
25,Adam Ballard,Navy,Ind,12,109,668,6.1,6,5,78,15.6,0,114,746,6.5,6
26,Tony Hunt,Penn State,Big Ten,12,174,1047,6.0,6,20,206,10.3,0,194,1253,6.5,6
27,Amir Pinnix,Minnesota,Big Ten,10,78,467,6.0,1,,,,,78,467,6.0,1
28,Tyrell Sutton,Northwestern,Big Ten,12,250,1474,5.9,16,44,396,9.0,2,294,1870,6.4,18
29,Jerious Norwood,Mississippi State,SEC,11,191,1136,5.9,6,19,96,5.1,2,210,1232,5.9,8
30,Tyrell Fenroy,Louisiana,Sun Belt,11,179,1053,5.9,12,6,37,6.2,0,185,1090,5.9,12
31,Taurean Henderson,Texas Tech,Big 12,12,148,872,5.9,17,67,528,7.9,5,215,1400,6.5,22
32,Aaron Brown,TCU,MWC,11,128,758,5.9,6,11,146,13.3,3,139,904,6.5,9
33,Robert Hubbard,Nevada,WAC,12,122,719,5.9,11,12,112,9.3,2,134,831,6.2,13
34,Branden Ore,Virginia Tech,ACC,12,109,647,5.9,6,5,36,7.2,0,114,683,6.0,6
35,Jon Cornish,Kansas,Big 12,12,134,780,5.8,9,15,138,9.2,2,149,918,6.2,11
36,Brad Smith,Missouri,Big 12,12,229,1301,5.7,16,1,3,3.0,0,230,1304,5.7,16
37,Ray Rice,Rutgers,Big East,12,195,1120,5.7,5,8,65,8.1,0,203,1185,5.8,5
38,Lee Marks,Boise State,WAC,13,133,759,5.7,6,8,21,2.6,0,141,780,5.5,6
39,Trinity Dawson,Toledo,MAC,12,232,1294,5.6,5,22,241,11.0,4,254,1535,6.0,9
40,Michael Bush,Louisville,Big East,10,205,1143,5.6,23,21,253,12.0,1,226,1396,6.2,24
41,Ian Johnson,Boise State,WAC,13,119,663,5.6,4,5,46,9.2,0,124,709,5.7,4
42,Micah Andrews,Wake Forest,ACC,10,110,621,5.6,1,7,71,10.1,0,117,692,5.9,1
43,Jason Peters,UCF,CUSA,12,105,585,5.6,5,4,24,6.0,0,109,609,5.6,5
44,Cassen Jackson-Garrison,Vanderbilt,SEC,11,97,539,5.6,8,14,139,9.9,0,111,678,6.1,8
45,Joel Whinghter,Troy,Sun Belt,10,95,531,5.6,1,9,105,11.7,0,104,636,6.1,1
46,Joel Whingter,Troy,Sun Belt,10,95,531,5.6,1,9,105,11.7,0,104,636,6.1,1
47,Michael Desormeaux,Louisiana,Sun Belt,9,87,487,5.6,3,,,,,87,487,5.6,3
