Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2019.0,Britton Abbott,Oklahoma State,FB,74.25,246.0,9.25,32.25,,4.75,19.0,36.0,111.0,4.45,7.45,
2019.0,Micah Abernathy,Tennessee,FS,71.63,195.0,9.38,31.0,,4.52,15.0,38.5,130.0,4.09,6.69,
2019.0,Johnathan Abram,Mississippi State,S,71.38,205.0,9.63,31.38,,4.45,,33.5,116.0,,,
2019.0,Paul Adams,Missouri,OT,77.88,317.0,10.0,33.5,,5.18,16.0,27.0,103.0,4.74,7.68,
2019.0,Nasir Adderley,Delaware,S,71.75,206.0,9.0,31.0,,4.62,19.0,38.0,129.0,,,
2019.0,Freedom Akinmoladun,Nebraska,DT,75.25,284.0,9.38,34.125,,4.96,19.0,33.0,118.0,4.62,7.35,
2019.0,Curtis Akins,Memphis,ILB,72.88,235.0,9.38,32.0,,4.57,25.0,33.0,117.0,4.44,7.28,
2019.0,Azeez Al-Shaair,Florida Atlantic,LB,72.75,234.0,9.5,32.38,,,16.0,,,,,
2019.0,Otaro Alaka,Texas A&M,LB,75.0,239.0,9.75,33.0,,4.82,20.0,36.0,131.0,4.51,7.03,
2019.0,Ed Alexander,Louisiana State,DT,73.25,319.0,10.0,32.0,,5.26,28.0,25.5,104.0,5.1,8.8,
2019.0,Michael Alexander,Saginaw Valley State (MI),FB,71.13,242.0,10.0,30.5,,4.68,26.0,33.5,117.0,4.51,7.53,
2019.0,Terrence Alexander,Louisiana State,CB,69.5,183.0,8.5,31.0,,4.58,7.0,35.0,115.0,4.55,6.94,
2019.0,Joey Alfieri,Stanford,OLB,74.63,235.0,10.0,32.5,,4.54,17.0,33.5,118.0,4.36,7.03,
2019.0,Nick Allegretti,Illinois,C,76.25,310.0,10.13,32.25,,5.32,22.0,29.5,103.0,4.66,7.56,
2019.0,Dakota Allen,Texas Tech,LB,72.75,232.0,9.25,31.25,,4.77,23.0,31.5,116.0,4.04,6.88,
2019.0,Josh Allen,Kentucky,EDG,76.88,262.0,8.75,33.5,,4.63,28.0,33.5,118.0,4.23,7.15,
2019.0,Larry Allen,Harvard,OG,75.0,307.0,9.25,31.5,,5.29,29.0,25.5,97.0,5.46,8.5,
2019.0,Zach Allen,Boston College,DE,76.13,281.0,10.13,34.75,,5.0,24.0,32.0,112.0,4.36,7.34,
2019.0,Bryson Allen-Williams,South Carolina,LB,72.63,236.0,9.75,31.5,,4.88,14.0,31.0,109.0,4.52,7.4,
2019.0,Jeff Allison,Frenso State (CA),LB,71.88,228.0,10.0,32.25,,4.82,12.0,31.0,115.0,4.45,7.2,
2019.0,Ugochukwu Amadi,Oregon,CB,69.38,199.0,9.5,31.75,,4.51,18.0,32.5,115.0,4.19,7.21,
2019.0,Bruce Anderson,North Dakota State,RB,71.25,210.0,9.0,31.5,,4.58,22.0,31.0,119.0,4.47,7.23,
2019.0,Calvin Anderson,Texas,OG,76.5,292.0,9.38,33.125,,5.31,30.0,31.0,112.0,4.45,7.2,
2019.0,Rodney Anderson,Oklahoma,RB,72.38,224.0,9.75,30.75,,,25.0,,,,,
2019.0,Jesse Aniebonam,Maryland,DE,75.63,258.0,10.25,33.75,,4.69,21.0,32.5,123.0,4.45,7.4,
2019.0,Marcus Applefield,Virginia,OT,76.88,304.0,10.38,32.25,,5.3,32.0,26.5,108.0,4.62,7.23,
2019.0,J.J. Arcega-Whiteside,Stanford,WR,74.0,225.0,9.5,33.25,,4.5,,34.0,119.0,4.41,7.23,
2019.0,Ryquell Armstead,Temple,RB,71.25,220.0,9.13,30.63,,4.45,22.0,30.0,114.0,4.29,7.02,
2019.0,George Asafo-Adjei,Kentucky,OG,76.5,306.0,10.13,33.25,,5.03,31.0,30.0,109.0,4.88,8.07,
2019.0,Dravon Askew-Henry,West Virginia,FS,70.75,202.0,8.88,30.125,,4.52,18.0,35.0,121.0,4.47,7.21,
2019.0,George Aston,Pittsburgh,FB,71.38,244.0,9.5,31.5,,4.75,29.0,32.5,118.0,4.38,7.25,
2019.0,Blessuan Austin,Rutgers,CB,72.63,198.0,10.0,32.5,,4.69,15.0,35.5,123.0,,,
2019.0,Jaelan Austin,Texas Christian,WR,71.75,194.0,10.0,31.75,,,4.0,,,,,
2019.0,Dameon Baber,Nevada,FS,69.88,197.0,8.88,30.875,,4.59,16.0,34.5,120.0,4.29,6.98,
2019.0,Alex Bachman,Wake Forest,WR,71.38,195.0,9.5,30.875,,4.47,17.0,33.0,127.0,4.28,6.71,
2019.0,Jake Bailey,Stanford,P,73.38,200.0,8.75,30.0,,4.72,,33.0,117.0,,,
2019.0,Zack Bailey,South Carolina,OL,77.13,299.0,9.63,33.0,,5.21,24.0,28.0,103.0,4.88,7.71,
2019.0,Derrick Baity,Kentucky,CB,74.13,197.0,8.63,31.5,,4.64,10.0,38.5,127.0,4.31,7.06,
2019.0,Dalton Baker,Nevada Las Vegas,FS,70.63,186.0,8.75,29.0,,4.51,22.0,32.0,108.0,4.37,7.08,
2019.0,Deandre Baker,Georgia,CB,71.13,193.0,9.0,32.0,,4.52,14.0,31.5,118.0,4.27,6.95,
2019.0,Kendall Baker,Georgia,OT,76.88,314.0,9.38,33.5,,,23.0,,,,,
2019.0,Corey Ballentine,Washburn (KS),CB,71.0,196.0,9.5,31.63,,4.47,15.0,39.5,135.0,4.14,6.82,
2019.0,Ben Banogu,Texas Christian,EDG,75.5,250.0,9.0,33.63,,4.62,23.0,40.0,134.0,4.27,7.02,
